CE205#Prof. Anjan Dutta
CE212#Dr. Indu Siva Ranjani Gandhi
CE214#Prof. Subashisa Dutta
CE220#Dr. Bimlesh Kumar
CE221#Dr. Bimlesh Kumar
CE215#Prof. Baleshwar Singh
CE222#Prof. Pranab Kumar Ghosh
CE223#Prof. Ajay Kalamdhad
CE201#Dr. Ajay  Dashora
CE208#Dr. Rishikesh  Bharti
CE213#Dr. Ajay  Dashora
CE309#Prof. Arbind  Kumar Singh
CE308#Dr. Johan Ninan
CE321#Dr. Sreeja Pekkat
CE313#Prof. Baleshwar Singh
CE314#Prof. Rajan Choudhary
CE322#Dr. Akhilesh Kumar Maurya
CE322#Dr. Anjan Kumar Siddagangaiah
CE323#Dr. Anjan Kumar Siddagangaiah
CE504#Dr. Hrishikesh Sharma
CE511#Dr. Kaustubh Dasgupta
CE512#Prof. Sajal  Kanti Deb
CE606#Dr. Sandip  Das
CE615#Prof. Hemant B. Kaushik
CE619#Dr. Amit  Balasaheb Shelke
CE514#Prof. Sudip Talukdar
CE608#Dr. Arunasis Chakraborty
CE510#Dr. Johan Ninan
CE544#Dr. Laishram Boeing Singh
CE612#Prof. Bulu Pradhan
CE614#Dr. Laishram Boeing Singh
CE552#Prof. Arup  Kumar Sarma
CE623#Prof. Rajan Choudhary
CE555#Prof. Chandan Mahanta
CE556#Dr. Suresh Arvindakshan Kartha
CE562#Dr. Sreeja Pekkat
CE559#Prof. Subashisa Dutta
CE560#Prof. Gautam_ Barua
CE515#Prof. Rajib Kumar Bhattacharjya
CE533#Dr. Anil Kumar Mishra
CE534#Dr. Ravi  K
CE534#Dr. Abhishek  Kumar
CE618#Dr. Tadikonda Venkata Bharat
CE641#Dr. Arindam
CE646#Prof. Sreedeep Sekharan
CE583#Prof. Teiborlang Lyngdoh Ryntathiang
CE584#Dr. Akhilesh Kumar Maurya
CE585#Prof. Chunchu Mallikarjuna
CE628#Prof. Chunchu Mallikarjuna
CE521#Prof. Pranab Kumar Ghosh
CE523#Prof. Sharad Bhaurao Gokhale
CE524#Prof. Mohammad Jawed
CE525#Prof. Ajay Kalamdhad
CE661#Prof. Sharad Bhaurao Gokhale
CE664#Prof. Saswati Chakraborty
CE594#Prof. Chandan Mahanta
CE595#Dr. Rishikesh  Bharti
CE499#dupccivil
CE699#dppccivil
CE550#dppccivil
CE691#dppccivil
CE697#dppccivil
CE695#dppccivil
CE693#dppccivil
CE599#dppccivil
